employee_id,active_employee,department,job_role,gender,office_site,age_band,atsi_identification,employee_status,career_metric,career_years,career_year_band
E102205,1,Technology,Software Engineer,Male,Sydney Branch,45-54,Yes,Active,Years in Current Role,0,0-1
E102398,1,Technology,Software Engineer,Male,Sydney Branch,45-54,No,Active,Years in Current Role,0,0-1
E102463,1,Technology,Software Engineer,Male,Sydney Branch,35-44,No,Active,Years in Current Role,2,2-3
E102594,1,Technology,Software Engineer,Male,Sydney Branch,35-44,No,Active,Years in Current Role,3,2-3
E102601,0,Technology,Software Engineer,Female,Sydney Branch,55-65,No,Terminated,Years in Current Role,3,2-3
E102848,0,Technology,Software Engineer,Male,Sydney Branch,25-34,No,Terminated,Years in Current Role,0,0-1
E102956,0,Technology,Software Engineer,Female,Sydney Branch,55-65,No,Terminated,Years in Current Role,3,2-3
E102968,1,Technology,Software Engineer,Male,Sydney Branch,35-44,No,Active,Years in Current Role,8,6-10
E102987,1,Technology,Software Engineer,Female,Sydney Branch,25-34,Yes,Active,Years in Current Role,3,2-3
E103326,1,Technology,Software Engineer,Male,Sydney Branch,45-54,No,Active,Years in Current Role,4,4-5
E103346,1,Technology,Software Engineer,Male,Sydney Branch,55-65,No,Active,Years in Current Role,10,6-10
E103404,0,Technology,Software Engineer,Female,Sydney Branch,25-34,No,Terminated,Years in Current Role,2,2-3
E103428,1,Technology,Software Engineer,Male,Sydney Branch,55-65,No,Active,Years in Current Role,12,10+
E103498,0,Technology,Software Engineer,Female,Sydney Branch,35-44,Yes,Terminated,Years in Current Role,4,4-5
E103536,0,Technology,Software Engineer,Female,Sydney Branch,25-34,Yes,Terminated,Years in Current Role,0,0-1
E103549,0,Technology,Software Engineer,Female,Sydney Branch,35-44,No,Terminated,Years in Current Role,0,0-1
E103607,1,Technology,Software Engineer,Male,Sydney Branch,25-34,No,Active,Years in Current Role,8,6-10
E103610,1,Technology,Software Engineer,Male,Sydney Branch,35-44,No,Active,Years in Current Role,0,0-1
E103626,1,Technology,Software Engineer,Male,Sydney Branch,35-44,No,Active,Years in Current Role,3,2-3
E103759,1,Technology,Software Engineer,Male,Sydney Branch,25-34,No,Active,Years in Current Role,7,6-10
E103831,1,Technology,Software Engineer,Male,Sydney Branch,35-44,Yes,Active,Years in Current Role,8,6-10
E103857,1,Technology,Software Engineer,Male,Sydney Branch,35-44,No,Active,Years in Current Role,3,2-3
E100005,0,Technology,Solutions Architect,Female,Sydney Branch,25-34,No,Terminated,Years in Current Role,2,2-3
E100029,1,Technology,Solutions Architect,Male,Sydney Branch,25-34,No,Active,Years in Current Role,3,2-3
E100040,1,Technology,Solutions Architect,Male,Sydney Branch,35-44,No,Active,Years in Current Role,1,0-1
E100047,1,Technology,Solutions Architect,Male,Sydney Branch,35-44,No,Active,Years in Current Role,4,4-5
E100155,1,Technology,Solutions Architect,Male,Sydney Branch,35-44,No,Active,Years in Current Role,9,6-10
E100170,1,Technology,Solutions Architect,Male,Sydney Branch,45-54,No,Active,Years in Current Role,1,0-1
E100202,0,Technology,Solutions Architect,Male,Sydney Branch,25-34,Yes,Terminated,Years in Current Role,6,6-10
E100385,1,Technology,Solutions Architect,Male,Sydney Branch,25-34,No,Active,Years in Current Role,3,2-3
E100462,1,Technology,Solutions Architect,Female,Sydney Branch,45-54,No,Active,Years in Current Role,0,0-1
E100544,1,Technology,Solutions Architect,Female,Sydney Branch,25-34,No,Active,Years in Current Role,6,6-10
E100613,1,Technology,Solutions Architect,Male,Sydney Branch,55-65,Yes,Active,Years in Current Role,2,2-3
E100755,1,Technology,Solutions Architect,Male,Sydney Branch,22-24,No,Active,Years in Current Role,0,0-1
E100854,1,Technology,Solutions Architect,Male,Sydney Branch,35-44,No,Active,Years in Current Role,13,10+
E100858,1,Technology,Solutions Architect,Male,Sydney Branch,22-24,No,Active,Years in Current Role,0,0-1
E100919,1,Technology,Solutions Architect,Male,Sydney Branch,35-44,No,Active,Years in Current Role,5,4-5
E101049,1,Technology,Solutions Architect,Male,Sydney Branch,25-34,No,Active,Years in Current Role,7,6-10
E101098,1,Technology,Solutions Architect,Male,Sydney Branch,35-44,No,Active,Years in Current Role,3,2-3
E101342,1,Technology,Solutions Architect,Male,Sydney Branch,45-54,No,Active,Years in Current Role,2,2-3
E101370,1,Technology,Solutions Architect,Male,Sydney Branch,35-44,No,Active,Years in Current Role,0,0-1
E101388,0,Technology,Solutions Architect,Male,Sydney Branch,35-44,No,Terminated,Years in Current Role,0,0-1
E101516,0,Technology,Solutions Architect,Male,Sydney Branch,45-54,No,Terminated,Years in Current Role,1,0-1
E101517,1,Technology,Solutions Architect,Male,Sydney Branch,55-65,No,Active,Years in Current Role,5,4-5
E101783,1,Technology,Solutions Architect,Female,Sydney Branch,45-54,Yes,Active,Years in Current Role,3,2-3
E102349,0,Technology,Solutions Architect,Male,Sydney Branch,35-44,No,Terminated,Years in Current Role,1,0-1
E102919,1,Technology,Solutions Architect,Male,Sydney Branch,22-24,No,Active,Years in Current Role,1,0-1
E102922,1,Technology,Solutions Architect,Male,Sydney Branch,35-44,No,Active,Years in Current Role,1,0-1
E103000,1,Technology,Solutions Architect,Male,Sydney Branch,35-44,No,Active,Years in Current Role,6,6-10
E103010,1,Technology,Solutions Architect,Male,Sydney Branch,55-65,No,Active,Years in Current Role,0,0-1
E103093,0,Technology,Solutions Architect,Male,Sydney Branch,22-24,No,Terminated,Years in Current Role,0,0-1
E103141,1,Technology,Solutions Architect,Male,Sydney Branch,25-34,No,Active,Years in Current Role,5,4-5
E103192,0,Technology,Solutions Architect,Male,Sydney Branch,55-65,No,Terminated,Years in Current Role,3,2-3
E103382,1,Technology,Solutions Architect,Male,Sydney Branch,45-54,No,Active,Years in Current Role,5,4-5
E103384,1,Technology,Solutions Architect,Female,Sydney Branch,25-34,No,Active,Years in Current Role,5,4-5
E103402,0,Technology,Solutions Architect,Male,Sydney Branch,35-44,No,Terminated,Years in Current Role,1,0-1
E103506,1,Technology,Solutions Architect,Male,Sydney Branch,25-34,No,Active,Years in Current Role,1,0-1
E103582,1,Technology,Solutions Architect,Male,Sydney Branch,45-54,No,Active,Years in Current Role,6,6-10
E103813,1,Technology,Solutions Architect,Male,Sydney Branch,35-44,No,Active,Years in Current Role,4,4-5
E100081,1,Corporate Services,Payroll Officer,Male,Adelaide Branch,45-54,No,Active,Years Since Last Promotion,1,0-1
E100424,1,Corporate Services,Payroll Officer,Male,Adelaide Branch,45-54,No,Active,Years Since Last Promotion,2,2-3
E100891,1,Corporate Services,Payroll Officer,Male,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,1,0-1
E101466,1,Corporate Services,Payroll Officer,Male,Adelaide Branch,25-34,No,Active,Years Since Last Promotion,3,2-3
E101665,1,Corporate Services,Payroll Officer,Female,Adelaide Branch,25-34,Yes,Active,Years Since Last Promotion,8,6-10
E101684,0,Corporate Services,Payroll Officer,Female,Adelaide Branch,35-44,No,Terminated,Years Since Last Promotion,1,0-1
E101860,1,Corporate Services,Payroll Officer,Male,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,0,0-1
E101945,1,Corporate Services,Payroll Officer,Female,Adelaide Branch,55-65,No,Active,Years Since Last Promotion,0,0-1
E102206,1,Corporate Services,Payroll Officer,Male,Adelaide Branch,25-34,No,Active,Years Since Last Promotion,2,2-3
E102253,1,Corporate Services,Payroll Officer,Male,Adelaide Branch,45-54,No,Active,Years Since Last Promotion,4,4-5
E102784,1,Corporate Services,Payroll Officer,Male,Adelaide Branch,55-65,No,Active,Years Since Last Promotion,0,0-1
E102933,1,Corporate Services,Payroll Officer,Male,Adelaide Branch,25-34,No,Active,Years Since Last Promotion,2,2-3
E103065,1,Corporate Services,Payroll Officer,Male,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,5,4-5
E103128,1,Corporate Services,Payroll Officer,Male,Adelaide Branch,55-65,No,Active,Years Since Last Promotion,0,0-1
E103618,1,Corporate Services,Payroll Officer,Male,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,0,0-1
E103718,1,Corporate Services,Payroll Officer,Male,Adelaide Branch,25-34,No,Active,Years Since Last Promotion,1,0-1
E103770,1,Corporate Services,Payroll Officer,Male,Adelaide Branch,25-34,No,Active,Years Since Last Promotion,2,2-3
E100060,1,Corporate Services,HR Analyst,Male,Adelaide Branch,55-65,No,Active,Years Since Last Promotion,1,0-1
E100543,1,Corporate Services,HR Analyst,Male,Adelaide Branch,55-65,No,Active,Years Since Last Promotion,1,0-1
E100659,1,Corporate Services,HR Analyst,Male,Adelaide Branch,55-65,No,Active,Years Since Last Promotion,1,0-1
E101107,1,Corporate Services,HR Analyst,Male,Adelaide Branch,45-54,No,Active,Years Since Last Promotion,1,0-1
E101195,0,Corporate Services,HR Analyst,Male,Adelaide Branch,45-54,No,Terminated,Years Since Last Promotion,0,0-1
E101695,0,Corporate Services,HR Analyst,Male,Adelaide Branch,45-54,Yes,Terminated,Years Since Last Promotion,1,0-1
E101823,1,Corporate Services,HR Analyst,Male,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,1,0-1
E101924,1,Corporate Services,HR Analyst,Male,Adelaide Branch,45-54,No,Active,Years Since Last Promotion,0,0-1
E102158,1,Corporate Services,HR Analyst,Female,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,0,0-1
E102400,0,Corporate Services,HR Analyst,Female,Adelaide Branch,35-44,No,Terminated,Years Since Last Promotion,0,0-1
E102830,1,Corporate Services,HR Analyst,Female,Adelaide Branch,25-34,No,Active,Years Since Last Promotion,1,0-1
E103074,1,Corporate Services,HR Analyst,Male,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,0,0-1
E103313,0,Corporate Services,HR Analyst,Male,Adelaide Branch,25-34,No,Terminated,Years Since Last Promotion,0,0-1
E103633,1,Corporate Services,HR Analyst,Female,Adelaide Branch,35-44,Yes,Active,Years Since Last Promotion,0,0-1
E100036,1,Corporate Services,Finance Business Partner,Male,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,0,0-1
E100048,1,Corporate Services,Finance Business Partner,Male,Adelaide Branch,55-65,No,Active,Years Since Last Promotion,0,0-1
E100194,0,Corporate Services,Finance Business Partner,Female,Adelaide Branch,55-65,No,Terminated,Years Since Last Promotion,1,0-1
E100299,1,Corporate Services,Finance Business Partner,Male,Adelaide Branch,55-65,No,Active,Years Since Last Promotion,3,2-3
E100412,1,Corporate Services,Finance Business Partner,Male,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,0,0-1
E100604,1,Corporate Services,Finance Business Partner,Male,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,1,0-1
E101511,1,Corporate Services,Finance Business Partner,Male,Adelaide Branch,55-65,No,Active,Years Since Last Promotion,1,0-1
E101563,0,Corporate Services,Finance Business Partner,Female,Adelaide Branch,45-54,No,Terminated,Years Since Last Promotion,1,0-1
E101725,0,Corporate Services,Finance Business Partner,Female,Adelaide Branch,35-44,No,Terminated,Years Since Last Promotion,1,0-1
E101804,1,Corporate Services,Finance Business Partner,Male,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,0,0-1
E101870,1,Corporate Services,Finance Business Partner,Male,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,1,0-1
E102322,1,Corporate Services,Finance Business Partner,Male,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,2,2-3
E102489,1,Corporate Services,Finance Business Partner,Male,Adelaide Branch,45-54,Yes,Active,Years Since Last Promotion,0,0-1
E102566,1,Corporate Services,Finance Business Partner,Male,Adelaide Branch,55-65,No,Active,Years Since Last Promotion,0,0-1
E103817,0,Corporate Services,Finance Business Partner,Female,Adelaide Branch,35-44,No,Terminated,Years Since Last Promotion,4,4-5
E103864,1,Corporate Services,Finance Business Partner,Male,Adelaide Branch,45-54,No,Active,Years Since Last Promotion,0,0-1
E100241,1,Corporate Services,HR Manager,Male,Adelaide Branch,55-65,No,Active,Years Since Last Promotion,0,0-1
E100365,0,Corporate Services,HR Manager,Female,Adelaide Branch,25-34,No,Terminated,Years Since Last Promotion,0,0-1
E100605,1,Corporate Services,HR Manager,Female,Adelaide Branch,55-65,No,Active,Years Since Last Promotion,1,0-1
E100631,1,Corporate Services,HR Manager,Female,Adelaide Branch,25-34,No,Active,Years Since Last Promotion,0,0-1
E100679,0,Corporate Services,HR Manager,Male,Adelaide Branch,45-54,No,Terminated,Years Since Last Promotion,0,0-1
E100717,1,Corporate Services,HR Manager,Male,Adelaide Branch,55-65,No,Active,Years Since Last Promotion,6,6-10
E100721,1,Corporate Services,HR Manager,Male,Adelaide Branch,35-44,Yes,Active,Years Since Last Promotion,0,0-1
E100743,1,Corporate Services,HR Manager,Male,Adelaide Branch,55-65,No,Active,Years Since Last Promotion,0,0-1
E100829,1,Corporate Services,HR Manager,Male,Adelaide Branch,55-65,No,Active,Years Since Last Promotion,0,0-1
E101498,1,Corporate Services,HR Manager,Male,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,0,0-1
E101510,1,Corporate Services,HR Manager,Male,Adelaide Branch,55-65,No,Active,Years Since Last Promotion,2,2-3
E101626,1,Corporate Services,HR Manager,Male,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,3,2-3
E101896,1,Corporate Services,HR Manager,Male,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,0,0-1
E102015,1,Corporate Services,HR Manager,Male,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,0,0-1
E102025,1,Corporate Services,HR Manager,Male,Adelaide Branch,45-54,Yes,Active,Years Since Last Promotion,3,2-3
E102137,1,Corporate Services,HR Manager,Female,Adelaide Branch,22-24,No,Active,Years Since Last Promotion,0,0-1
E102231,1,Corporate Services,HR Manager,Male,Adelaide Branch,55-65,No,Active,Years Since Last Promotion,0,0-1
E102434,1,Corporate Services,HR Manager,Male,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,3,2-3
E102914,1,Corporate Services,HR Manager,Male,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,1,0-1
E102938,1,Corporate Services,HR Manager,Female,Adelaide Branch,22-24,Yes,Active,Years Since Last Promotion,0,0-1
E103148,1,Corporate Services,HR Manager,Male,Adelaide Branch,25-34,No,Active,Years Since Last Promotion,0,0-1
E103149,1,Corporate Services,HR Manager,Male,Adelaide Branch,35-44,Yes,Active,Years Since Last Promotion,7,6-10
E103403,1,Corporate Services,HR Manager,Male,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,0,0-1
E103685,1,Corporate Services,HR Manager,Male,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,0,0-1
E103739,1,Corporate Services,HR Manager,Male,Adelaide Branch,45-54,No,Active,Years Since Last Promotion,4,4-5
E100052,1,Customer Services,Customer Service Officer,Male,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,0,0-1
E100422,0,Customer Services,Customer Service Officer,Male,Adelaide Branch,45-54,No,Terminated,Years Since Last Promotion,1,0-1
E100620,1,Customer Services,Customer Service Officer,Male,Adelaide Branch,55-65,No,Active,Years Since Last Promotion,0,0-1
E100749,1,Customer Services,Customer Service Officer,Male,Adelaide Branch,55-65,No,Active,Years Since Last Promotion,3,2-3
E100819,1,Customer Services,Customer Service Officer,Female,Adelaide Branch,55-65,No,Active,Years Since Last Promotion,0,0-1
E100880,1,Customer Services,Customer Service Officer,Male,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,1,0-1
E100935,1,Customer Services,Customer Service Officer,Male,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,0,0-1
E100977,1,Customer Services,Customer Service Officer,Male,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,4,4-5
E101416,1,Customer Services,Customer Service Officer,Male,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,5,4-5
E101455,1,Customer Services,Customer Service Officer,Male,Adelaide Branch,55-65,No,Active,Years Since Last Promotion,4,4-5
E101615,1,Customer Services,Customer Service Officer,Male,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,2,2-3
E101727,0,Customer Services,Customer Service Officer,Female,Adelaide Branch,35-44,No,Terminated,Years Since Last Promotion,2,2-3
E101898,1,Customer Services,Customer Service Officer,Male,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,1,0-1
E101982,1,Customer Services,Customer Service Officer,Male,Adelaide Branch,25-34,No,Active,Years Since Last Promotion,0,0-1
E101987,1,Customer Services,Customer Service Officer,Female,Adelaide Branch,45-54,No,Active,Years Since Last Promotion,1,0-1
E102003,0,Customer Services,Customer Service Officer,Male,Adelaide Branch,45-54,No,Terminated,Years Since Last Promotion,0,0-1
E102022,1,Customer Services,Customer Service Officer,Male,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,5,4-5
E102168,1,Customer Services,Customer Service Officer,Male,Adelaide Branch,25-34,No,Active,Years Since Last Promotion,0,0-1
E102182,0,Customer Services,Customer Service Officer,Male,Adelaide Branch,22-24,No,Terminated,Years Since Last Promotion,0,0-1
E102228,0,Customer Services,Customer Service Officer,Male,Adelaide Branch,35-44,Yes,Terminated,Years Since Last Promotion,0,0-1
E102421,0,Customer Services,Customer Service Officer,Female,Adelaide Branch,55-65,Yes,Terminated,Years Since Last Promotion,2,2-3
E102610,1,Customer Services,Customer Service Officer,Male,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,0,0-1
E103332,1,Customer Services,Customer Service Officer,Male,Adelaide Branch,22-24,No,Active,Years Since Last Promotion,0,0-1
E103554,1,Customer Services,Customer Service Officer,Male,Adelaide Branch,25-34,Yes,Active,Years Since Last Promotion,2,2-3
E103611,0,Customer Services,Customer Service Officer,Female,Adelaide Branch,25-34,No,Terminated,Years Since Last Promotion,0,0-1
E100129,1,Customer Services,Team Leader,Male,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,2,2-3
E100334,1,Customer Services,Team Leader,Male,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,5,4-5
E100453,1,Customer Services,Team Leader,Male,Adelaide Branch,25-34,No,Active,Years Since Last Promotion,4,4-5
E100483,1,Customer Services,Team Leader,Male,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,0,0-1
E100582,1,Customer Services,Team Leader,Male,Adelaide Branch,45-54,No,Active,Years Since Last Promotion,2,2-3
E100621,1,Customer Services,Team Leader,Male,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,0,0-1
E100623,1,Customer Services,Team Leader,Male,Adelaide Branch,35-44,Yes,Active,Years Since Last Promotion,0,0-1
E100759,1,Customer Services,Team Leader,Male,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,1,0-1
E100860,1,Customer Services,Team Leader,Male,Adelaide Branch,55-65,Yes,Active,Years Since Last Promotion,1,0-1
E100861,1,Customer Services,Team Leader,Female,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,0,0-1
E101108,1,Customer Services,Team Leader,Male,Adelaide Branch,45-54,No,Active,Years Since Last Promotion,3,2-3
E101431,0,Customer Services,Team Leader,Female,Adelaide Branch,45-54,No,Terminated,Years Since Last Promotion,3,2-3
E101526,1,Customer Services,Team Leader,Male,Adelaide Branch,55-65,No,Active,Years Since Last Promotion,1,0-1
E101891,1,Customer Services,Team Leader,Male,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,0,0-1
E101960,1,Customer Services,Team Leader,Female,Adelaide Branch,25-34,Yes,Active,Years Since Last Promotion,2,2-3
E102013,1,Customer Services,Team Leader,Female,Adelaide Branch,55-65,No,Active,Years Since Last Promotion,0,0-1
E102104,0,Customer Services,Team Leader,Female,Adelaide Branch,55-65,No,Terminated,Years Since Last Promotion,1,0-1
E102122,1,Customer Services,Team Leader,Female,Adelaide Branch,22-24,No,Active,Years Since Last Promotion,0,0-1
E102264,1,Customer Services,Team Leader,Female,Adelaide Branch,55-65,No,Active,Years Since Last Promotion,3,2-3
E102324,1,Customer Services,Team Leader,Female,Adelaide Branch,45-54,No,Active,Years Since Last Promotion,0,0-1
E102425,1,Customer Services,Team Leader,Male,Adelaide Branch,35-44,Yes,Active,Years Since Last Promotion,2,2-3
E102454,1,Customer Services,Team Leader,Male,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,0,0-1
E102672,1,Customer Services,Team Leader,Male,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,0,0-1
E102743,1,Customer Services,Team Leader,Male,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,0,0-1
E103295,1,Customer Services,Team Leader,Male,Adelaide Branch,22-24,No,Active,Years Since Last Promotion,1,0-1
E103375,1,Customer Services,Team Leader,Male,Adelaide Branch,55-65,No,Active,Years Since Last Promotion,0,0-1
E103605,1,Customer Services,Team Leader,Female,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,0,0-1
E103639,0,Customer Services,Team Leader,Female,Adelaide Branch,35-44,No,Terminated,Years Since Last Promotion,3,2-3
E100285,1,Customer Services,Customer Success Manager,Male,Adelaide Branch,25-34,No,Active,Years Since Last Promotion,3,2-3
E100451,1,Customer Services,Customer Success Manager,Male,Adelaide Branch,25-34,No,Active,Years Since Last Promotion,0,0-1
E100598,0,Customer Services,Customer Success Manager,Male,Adelaide Branch,25-34,No,Terminated,Years Since Last Promotion,3,2-3
E100751,1,Customer Services,Customer Success Manager,Male,Adelaide Branch,55-65,Yes,Active,Years Since Last Promotion,3,2-3
E100867,1,Customer Services,Customer Success Manager,Female,Adelaide Branch,45-54,No,Active,Years Since Last Promotion,0,0-1
E101010,1,Customer Services,Customer Success Manager,Male,Adelaide Branch,22-24,Yes,Active,Years Since Last Promotion,0,0-1
E101253,1,Customer Services,Customer Success Manager,Female,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,0,0-1
E101259,1,Customer Services,Customer Success Manager,Male,Adelaide Branch,55-65,No,Active,Years Since Last Promotion,0,0-1
E101325,1,Customer Services,Customer Success Manager,Male,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,2,2-3
E101394,1,Customer Services,Customer Success Manager,Male,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,1,0-1
E101452,1,Customer Services,Customer Success Manager,Male,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,6,6-10
E101573,0,Customer Services,Customer Success Manager,Female,Adelaide Branch,25-34,No,Terminated,Years Since Last Promotion,0,0-1
E101910,1,Customer Services,Customer Success Manager,Male,Adelaide Branch,55-65,No,Active,Years Since Last Promotion,0,0-1
E102135,1,Customer Services,Customer Success Manager,Male,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,0,0-1
E102272,1,Customer Services,Customer Success Manager,Male,Adelaide Branch,25-34,Yes,Active,Years Since Last Promotion,0,0-1
E102531,1,Customer Services,Customer Success Manager,Male,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,0,0-1
E102608,0,Customer Services,Customer Success Manager,Male,Adelaide Branch,35-44,No,Terminated,Years Since Last Promotion,2,2-3
E103133,1,Customer Services,Customer Success Manager,Male,Adelaide Branch,25-34,No,Active,Years Since Last Promotion,2,2-3
E103288,1,Customer Services,Customer Success Manager,Male,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,1,0-1
E103394,1,Customer Services,Customer Success Manager,Male,Adelaide Branch,55-65,No,Active,Years Since Last Promotion,0,0-1
E103568,1,Customer Services,Customer Success Manager,Male,Adelaide Branch,45-54,No,Active,Years Since Last Promotion,5,4-5
E103691,1,Customer Services,Customer Success Manager,Female,Adelaide Branch,35-44,Yes,Active,Years Since Last Promotion,11,10+
E103755,1,Customer Services,Customer Success Manager,Male,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,4,4-5
E103766,1,Customer Services,Customer Success Manager,Male,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,6,6-10
E103792,1,Customer Services,Customer Success Manager,Male,Adelaide Branch,45-54,No,Active,Years Since Last Promotion,0,0-1
E103796,1,Customer Services,Customer Success Manager,Male,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,0,0-1
E103836,1,Customer Services,Customer Success Manager,Male,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,0,0-1
E103842,0,Customer Services,Customer Success Manager,Male,Adelaide Branch,35-44,No,Terminated,Years Since Last Promotion,0,0-1
E100134,1,Operations,Operations Coordinator,Female,Adelaide Branch,45-54,Yes,Active,Years Since Last Promotion,1,0-1
E100140,1,Operations,Logistics Officer,Male,Adelaide Branch,45-54,No,Active,Years Since Last Promotion,1,0-1
E100181,1,Operations,Logistics Officer,Male,Adelaide Branch,22-24,No,Active,Years Since Last Promotion,0,0-1
E100219,1,Operations,Logistics Officer,Male,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,3,2-3
E100258,1,Operations,Logistics Officer,Male,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,13,10+
E100414,1,Operations,Operations Coordinator,Male,Adelaide Branch,25-34,No,Active,Years Since Last Promotion,2,2-3
E100540,1,Operations,Logistics Officer,Male,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,3,2-3
E100727,1,Operations,Operations Coordinator,Male,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,9,6-10
E100844,0,Operations,Logistics Officer,Male,Adelaide Branch,55-65,No,Terminated,Years Since Last Promotion,5,4-5
E100883,1,Operations,Operations Coordinator,Male,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,1,0-1
E100898,0,Operations,Logistics Officer,Female,Adelaide Branch,25-34,Yes,Terminated,Years Since Last Promotion,2,2-3
E100904,0,Operations,Logistics Officer,Female,Adelaide Branch,35-44,No,Terminated,Years Since Last Promotion,1,0-1
E101055,1,Operations,Logistics Officer,Male,Adelaide Branch,22-24,No,Active,Years Since Last Promotion,0,0-1
E101154,1,Operations,Operations Coordinator,Male,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,0,0-1
E101216,1,Operations,Operations Coordinator,Male,Adelaide Branch,55-65,No,Active,Years Since Last Promotion,0,0-1
E101341,1,Operations,Logistics Officer,Male,Adelaide Branch,25-34,No,Active,Years Since Last Promotion,2,2-3
E101397,1,Operations,Operations Coordinator,Male,Adelaide Branch,55-65,Yes,Active,Years Since Last Promotion,0,0-1
E101450,0,Operations,Logistics Officer,Female,Adelaide Branch,45-54,No,Terminated,Years Since Last Promotion,0,0-1
E101493,1,Operations,Logistics Officer,Male,Adelaide Branch,25-34,No,Active,Years Since Last Promotion,3,2-3
E101514,0,Operations,Logistics Officer,Male,Adelaide Branch,45-54,No,Terminated,Years Since Last Promotion,0,0-1
E101576,1,Operations,Logistics Officer,Male,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,3,2-3
E101606,1,Operations,Operations Coordinator,Male,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,3,2-3
E101690,1,Operations,Logistics Officer,Female,Adelaide Branch,45-54,Yes,Active,Years Since Last Promotion,2,2-3
E101693,0,Operations,Logistics Officer,Female,Adelaide Branch,35-44,No,Terminated,Years Since Last Promotion,3,2-3
E101715,1,Operations,Logistics Officer,Male,Adelaide Branch,25-34,No,Active,Years Since Last Promotion,0,0-1
E101827,1,Operations,Operations Coordinator,Male,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,0,0-1
E101854,1,Operations,Logistics Officer,Male,Adelaide Branch,25-34,No,Active,Years Since Last Promotion,0,0-1
E101930,1,Operations,Logistics Officer,Male,Adelaide Branch,45-54,No,Active,Years Since Last Promotion,1,0-1
E102075,1,Operations,Operations Coordinator,Male,Adelaide Branch,25-34,No,Active,Years Since Last Promotion,1,0-1
E102116,1,Operations,Operations Coordinator,Male,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,4,4-5
E102435,1,Operations,Logistics Officer,Female,Adelaide Branch,35-44,No,Active,Years Since Last Promotion,2,2-3
E102467,0,Operations,Operations Coordinator,Male,Adelaide Branch,45-54,No,Terminated,Years Since Last Promotion,2,2-3
